cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
BRCA	cis	1	rs1000083	chr5:96533469	ERAP2	chr5:96211644-96255398:+	-0.28	-4.05	5.6E-5	Cisplatin-induced ototoxicity	
BRCA	cis	1	rs10247526	chr7:65780696	LOC493754	chr7:65993446-66057363:-	-0.22	-3.68	0.00025	Diabetic kidney disease	
BRCA	cis	1	rs10250513	chr7:50621488	FIGNL1	chr7:50511834-50518088:-	-0.12	-4.28	2.04E-5	Malaria	
BRCA	cis	1	rs10252765	chr7:66228732	TYW1	chr7:66461817-66704496:+	0.15	4.13	3.99E-5	Aortic root size	
BRCA	cis	1	rs10256972	chr7:1039003	ZFAND2A	chr7:1192544-1199855:-	0.36	10.21	2.02E-23	Longevity;Endometriosis	
BRCA	cis	1	rs10270805	chr7:16500142	ISPD	chr7:16127152-16460947:-	-0.23	-3.44	0.000614	Response to statin therapy	
BRCA	cis	1	rs1027087	chr12:26470850	BHLHE41	chr12:26272961-26278003:-	0.13	3.64	0.000288	Waist-hip ratio;Renal cell carcinoma	
BRCA	cis	1	rs1027087	chr12:26470850	SSPN	chr12:26348269-26405853:+	0.11	3.6	0.000333	Waist-hip ratio;Renal cell carcinoma	
BRCA	cis	1	rs10270960	chr7:117525639	CTTNBP2	chr7:117350708-117513561:-	-0.14	-4.26	2.18E-5	Idiopathic osteonecrosis of the femoral head	
BRCA	cis	1	rs10274773	chr7:66133578	CRCP	chr7:65579805-65619551:+	0.13	3.38	0.000758	Aortic root size	
BRCA	cis	1	rs10274773	chr7:66133578	TYW1	chr7:66461817-66704496:+	-0.15	-4.02	6.33E-5	Aortic root size	
BRCA	cis	1	rs10279537	chr7:77474961	PHTF2	chr7:77428109-77586818:+	-0.15	-4.43	1.06E-5	Glomerular filtration rate (creatinine);Glomerular filtration rate in non diabetics (creatinine)	
BRCA	cis	1	rs1028390	chr6:55935791	COL21A1	chr6:55921389-56258892:-	-0.38	-6.94	6.82E-12	Psychosis (atypical)	
BRCA	cis	1	rs1029740	chr7:22873586	TOMM7	chr7:22852254-22862421:-	-0.15	-4.88	1.22E-6	Fibrinogen	
BRCA	cis	1	rs1030136	chr2:190735660	ORMDL1	chr2:190634994-190649097:-	0.22	3.69	0.000238	Subcutaneous adipose tissue	
BRCA	cis	1	rs1030420	chr8:67360725	C8orf46	chr8:67405491-67430757:+	0.16	3.96	7.94E-5	Blood metabolite levels	
BRCA	cis	1	rs1031902	chr5:82448127	XRCC4	chr5:82373317-82649577:+	-0.12	-3.56	0.00038	Hypertension	
BRCA	cis	1	rs1033667	chr22:29130300	HSCB	chr22:29138043-29153488:+	0.12	3.48	0.000522	Esophageal cancer and gastric cancer	
BRCA	cis	1	rs1033667	chr22:29130300	LOC284900	chr22:28315364-28404267:+	0.13	3.4	0.000697	Esophageal cancer and gastric cancer	
BRCA	cis	1	rs1034219	chr1:93022678	EVI5	chr1:92974255-93257961:-	-0.18	-4.94	9.0E-7	Cholesterol, total	
BRCA	cis	1	rs1035142	chr2:202153078	ALS2CR12	chr2:202153148-202222101:-	-0.28	-7.4	2.73E-13	Melanoma;Esophageal squamous cell carcinoma	
BRCA	cis	1	rs1036036	chr4:39112724	KLHL5	chr4:39046659-39123828:+	-0.15	-4.72	2.65E-6	Uric acid levels	
BRCA	cis	1	rs1036037	chr4:39112892	KLHL5	chr4:39046659-39123828:+	-0.16	-4.99	7.04E-7	Uric acid levels	
BRCA	cis	1	rs1036038	chr4:39113003	KLHL5	chr4:39046659-39123828:+	-0.16	-4.91	1.06E-6	Uric acid levels	
BRCA	cis	1	rs1037036	chr17:18764077	FAM18B	chr17:18684582-18710026:+	-0.17	-4.66	3.62E-6	Educational attainment (years of education)	
BRCA	cis	1	rs1037036	chr17:18764077	LOC220594	chr17:18414577-18445234:-	-0.17	-4.02	6.23E-5	Educational attainment (years of education)	
BRCA	cis	1	rs1039302	chr12:121236258	SPPL3	chr12:121201036-121342151:-	0.18	4.07	4.95E-5	Quantitative traits	
BRCA	cis	1	rs1039438	chr5:156476770	TIMD4	chr5:156346293-156390266:-	-0.13	-3.45	0.000587	Hypertriglyceridemia	
BRCA	cis	1	rs1039664	chr7:65449716	CCT6P1	chr7:65216092-65228661:+	0.33	7.19	1.21E-12	Diabetic kidney disease	
BRCA	cis	1	rs1039664	chr7:65449716	LOC493754	chr7:65993446-66057363:-	0.2	3.49	0.000504	Diabetic kidney disease	
BRCA	cis	1	rs1039664	chr7:65449716	ZNF117	chr7:64434830-64467121:-	-0.26	-4.73	2.55E-6	Diabetic kidney disease	
BRCA	cis	1	rs10402468	chr19:17384003	ANKLE1	chr19:17392454-17398454:+	0.21	5.85	6.44E-9	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10402468	chr19:17384003	ANO8	chr19:17434032-17445638:-	0.15	3.68	0.000242	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10402468	chr19:17384003	OCEL1	chr19:17337055-17340027:+	0.17	5.08	4.54E-7	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10402468	chr19:17384003	PLVAP	chr19:17462264-17488137:-	-0.09	-3.44	0.000613	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10403249	chr19:18604942	LRRC25	chr19:18501955-18508421:-	-0.14	-6.98	5.1E-12	Breast cancer	
BRCA	cis	1	rs10403540	chr19:39204846	LGALS7	chr19:39261608-39264157:-	-0.2	-6.16	1.03E-9	Heart rate	
BRCA	cis	1	rs10405457	chr19:44296582	LYPD5	chr19:44300080-44324808:-	-0.14	-4.02	6.26E-5	Breast cancer	
BRCA	cis	1	rs10405457	chr19:44296582	ZNF155	chr19:44488355-44502477:+	-0.13	-3.57	0.000377	Breast cancer	
BRCA	cis	1	rs10405457	chr19:44296582	ZNF404	chr19:44376516-44384288:-	-0.2	-5.51	4.42E-8	Breast cancer	
BRCA	cis	1	rs10405636	chr19:18538742	LRRC25	chr19:18501955-18508421:-	-0.14	-6.97	5.61E-12	Breast cancer	
BRCA	cis	1	rs10406778	chr19:39170473	LGALS7	chr19:39261608-39264157:-	-0.18	-5.67	1.87E-8	Heart rate	
BRCA	cis	1	rs10406920	chr19:17389648	ANKLE1	chr19:17392454-17398454:+	0.21	5.96	3.37E-9	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10406920	chr19:17389648	OCEL1	chr19:17337055-17340027:+	0.15	4.55	5.88E-6	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10406920	chr19:17389648	PLVAP	chr19:17462264-17488137:-	-0.09	-3.51	0.00047	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs1040726	chr20:3264267	ITPA	chr20:3190056-3204504:+	-0.14	-4.03	6.02E-5	IFN-related cytopenia	
BRCA	cis	1	rs1040727	chr20:3264292	ITPA	chr20:3190056-3204504:+	-0.15	-4.24	2.42E-5	IFN-related cytopenia	
BRCA	cis	1	rs10408585	chr19:22613247	ZNF257	chr19:22235266-22273901:+	-0.21	-3.47	0.000549	Dental caries;Response to statins (LDL cholesterol change)	
BRCA	cis	1	rs10409483	chr19:18590223	LRRC25	chr19:18501955-18508421:-	-0.14	-6.82	1.55E-11	Breast cancer	
BRCA	cis	1	rs10409485	chr19:41920765	B3GNT8	chr19:41931265-41934635:-	0.25	7.69	3.33E-14	Height	
BRCA	cis	1	rs10409505	chr19:18590251	LRRC25	chr19:18501955-18508421:-	-0.14	-6.82	1.55E-11	Breast cancer	
BRCA	cis	1	rs10411009	chr19:18606266	LRRC25	chr19:18501955-18508421:-	-0.13	-6.62	5.57E-11	Breast cancer	
BRCA	cis	1	rs10412219	chr19:33413246	SLC7A9	chr19:33321421-33360683:-	-0.19	-5.46	5.93E-8	Blood metabolite levels;Urinary metabolites (H-NMR features);Urinary metabolites	
BRCA	cis	1	rs10412972	chr19:52154905	KLK14	chr19:51581154-51587502:-	-0.17	-3.49	0.000501	Plasma plasminogen levels	
BRCA	cis	1	rs10412972	chr19:52154905	SIGLEC14	chr19:52145808-52150132:-	-0.18	-4.36	1.45E-5	Plasma plasminogen levels	
BRCA	cis	1	rs10412972	chr19:52154905	ZNF577	chr19:52359056-52394145:-	-0.16	-3.44	0.000614	Plasma plasminogen levels	
BRCA	cis	1	rs10413462	chr19:12054636	ZNF763	chr19:12035900-12091196:+	-0.35	-5.92	4.27E-9	Multiple sclerosis	
BRCA	cis	1	rs10413735	chr19:41921071	B3GNT8	chr19:41931265-41934635:-	-0.24	-7.34	4.36E-13	Height	
BRCA	cis	1	rs10415219	chr19:39150235	LGALS7	chr19:39261608-39264157:-	-0.17	-5.28	1.53E-7	Heart rate	
BRCA	cis	1	rs10416654	chr19:17385176	ANKLE1	chr19:17392454-17398454:+	0.21	5.95	3.59E-9	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10416654	chr19:17385176	ANO8	chr19:17434032-17445638:-	0.14	3.47	0.000547	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10416654	chr19:17385176	OCEL1	chr19:17337055-17340027:+	0.15	4.63	4.02E-6	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10417311	chr19:41902038	B3GNT8	chr19:41931265-41934635:-	-0.24	-7.37	3.52E-13	Height	
BRCA	cis	1	rs10417997	chr19:41902361	B3GNT8	chr19:41931265-41934635:-	-0.21	-6.62	5.61E-11	Height	
BRCA	cis	1	rs10418154	chr19:17386006	ANKLE1	chr19:17392454-17398454:+	0.21	5.88	5.55E-9	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10418154	chr19:17386006	ANO8	chr19:17434032-17445638:-	0.14	3.46	0.000572	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10418154	chr19:17386006	OCEL1	chr19:17337055-17340027:+	0.15	4.6	4.75E-6	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10418362	chr19:17386107	ANKLE1	chr19:17392454-17398454:+	0.2	5.8	8.96E-9	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10418362	chr19:17386107	ANO8	chr19:17434032-17445638:-	0.14	3.44	0.000595	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10418362	chr19:17386107	OCEL1	chr19:17337055-17340027:+	0.15	4.66	3.55E-6	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
BRCA	cis	1	rs10421887	chr19:44294849	LYPD5	chr19:44300080-44324808:-	0.13	3.82	0.000142	Breast cancer	
BRCA	cis	1	rs10421887	chr19:44294849	ZNF155	chr19:44488355-44502477:+	0.14	3.83	0.000135	Breast cancer	
BRCA	cis	1	rs10421887	chr19:44294849	ZNF404	chr19:44376516-44384288:-	0.22	6.12	1.27E-9	Breast cancer	
BRCA	cis	1	rs1042194	chr10:96495484	HELLS	chr10:96305543-96361855:+	0.12	3.42	0.000641	Migraine	
BRCA	cis	1	rs10422783	chr19:41906436	B3GNT8	chr19:41931265-41934635:-	-0.24	-7.27	6.87E-13	Height	
BRCA	cis	1	rs10422956	chr19:41901261	B3GNT8	chr19:41931265-41934635:-	-0.24	-7.25	7.86E-13	Height	
BRCA	cis	1	rs10425982	chr19:18586519	LRRC25	chr19:18501955-18508421:-	-0.14	-6.83	1.4E-11	Breast cancer	
BRCA	cis	1	rs10431058	chr11:107481518	ALKBH8	chr11:107373454-107436461:-	-0.11	-3.56	0.000394	Common traits (Other)	
BRCA	cis	1	rs10431505	chr12:58178589	B4GALNT1	chr12:58019551-58026985:-	0.12	3.6	0.00033	Multiple sclerosis	
BRCA	cis	1	rs10431505	chr12:58178589	FAM119B	chr12:58166383-58176323:+	0.43	11.02	8.37E-27	Multiple sclerosis	
BRCA	cis	1	rs10431505	chr12:58178589	TSFM	chr12:58176536-58191367:+	-0.34	-10.38	4.1E-24	Multiple sclerosis	
BRCA	cis	1	rs10431505	chr12:58178589	XRCC6BP1	chr12:58335445-58351051:+	-0.18	-5.03	5.7E-7	Multiple sclerosis	
BRCA	cis	1	rs1043413	chr19:41939297	B3GNT8	chr19:41931265-41934635:-	0.21	6.3	4.26E-10	Height	
BRCA	cis	1	rs1043441	chr22:39130964	APOBEC3C	chr22:39410265-39414823:+	-0.11	-4.08	4.81E-5	Resting heart rate	
BRCA	cis	1	rs1043441	chr22:39130964	JOSD1	chr22:39081549-39096459:-	-0.14	-4.2	2.9E-5	Resting heart rate	
BRCA	cis	1	rs1043441	chr22:39130964	LOC646851	chr22:38974125-39052634:-	0.13	3.65	0.000279	Resting heart rate	
BRCA	cis	1	rs1043441	chr22:39130964	TOMM22	chr22:39077954-39080763:+	-0.11	-3.41	0.000665	Resting heart rate	
BRCA	cis	1	rs1043550	chr7:128409225	OPN1SW	chr7:128412545-128415844:-	0.16	3.91	9.69E-5	Primary tooth development (time to first tooth eruption);Primary tooth development (number of teeth)	
BRCA	cis	1	rs10439608	chr20:30258814	COX4I2	chr20:30225691-30232800:+	0.18	6.81	1.59E-11	Subcortical brain region volumes	
BRCA	cis	1	rs10439608	chr20:30258814	MYLK2	chr20:30407178-30422500:+	0.31	7.98	3.88E-15	Subcortical brain region volumes	
BRCA	cis	1	rs10443172	chr1:85485768	MCOLN2	chr1:85391267-85462796:-	0.16	4.64	3.94E-6	Serum sulfate level	
BRCA	cis	1	rs10444533	chr12:107229705	C12orf23	chr12:107349544-107367811:+	0.17	4.1	4.4E-5	Social autistic-like traits	
BRCA	cis	1	rs10444533	chr12:107229705	MTERFD3	chr12:107371069-107380929:-	0.17	4.89	1.18E-6	Social autistic-like traits	
BRCA	cis	1	rs10446630	chr4:17958690	NCAPG	chr4:17812525-17846485:+	0.09	4.2	2.91E-5	Height	
BRCA	cis	1	rs1044717	chr1:45976587	CCDC163P	chr1:45960581-45965646:-	-0.82	-27.58	7.41E-127	Homocysteine levels	
BRCA	cis	1	rs1044717	chr1:45976587	MMACHC	chr1:45965856-45976737:+	-0.14	-3.94	8.83E-5	Homocysteine levels	
BRCA	cis	1	rs10448080	chr8:28604791	CCDC25	chr8:27590835-27630170:-	0.14	3.63	0.000294	Height	
BRCA	cis	1	rs10448080	chr8:28604791	ELP3	chr8:27947749-28048667:+	0.18	4.6	4.67E-6	Height	
BRCA	cis	1	rs10448080	chr8:28604791	EXTL3	chr8:28559153-28611202:+	0.13	3.68	0.000249	Height	
BRCA	cis	1	rs10448080	chr8:28604791	FBXO16	chr8:28285930-28347784:-	0.13	3.58	0.000353	Height	
BRCA	cis	1	rs10448080	chr8:28604791	INTS9	chr8:28625180-28747698:-	0.16	4.2	2.93E-5	Height	
BRCA	cis	1	rs10448080	chr8:28604791	ZNF395	chr8:28203104-28347784:-	0.13	4.11	4.22E-5	Height	
BRCA	cis	1	rs10450561	chr11:27309956	LGR4	chr11:27387510-27494334:-	-0.14	-4.09	4.69E-5	Bone mineral density (paediatric, skull)	
BRCA	cis	1	rs10450562	chr11:27310006	LGR4	chr11:27387510-27494334:-	0.14	4.09	4.59E-5	Bone mineral density (paediatric, skull)	
BRCA	cis	1	rs10454142	chr2:48646399	GTF2A1L	chr2:48844948-48960284:+	-0.22	-5.36	1.03E-7	Sex hormone-binding globulin levels	
BRCA	cis	1	rs10454142	chr2:48646399	KLRAQ1	chr2:48667908-48742524:+	0.2	4.9	1.11E-6	Sex hormone-binding globulin levels	
BRCA	cis	1	rs10454142	chr2:48646399	STON1-GTF2A1L	chr2:48796159-48906746:+	-0.22	-6.17	9.44E-10	Sex hormone-binding globulin levels	
BRCA	cis	1	rs10455158	chr6:86672825	SNHG5	chr6:86386726-86388451:-	-0.57	-17.96	3.15E-63	Response to antipsychotic treatment	
BRCA	cis	1	rs10455455	chr6:86670214	SNHG5	chr6:86386726-86388451:-	-0.61	-18.58	5.96E-67	Response to antipsychotic treatment	
BRCA	cis	1	rs10455456	chr6:86670322	SNHG5	chr6:86386726-86388451:-	-0.57	-18.17	1.84E-64	Response to antipsychotic treatment	
BRCA	cis	1	rs1045574	chr8:143763958	LY6K	chr8:143781529-143785582:+	0.18	5.19	2.47E-7	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
BRCA	cis	1	rs1045574	chr8:143763958	LYNX1	chr8:143845758-143859640:-	-0.29	-9.06	6.01E-19	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
BRCA	cis	1	rs1045574	chr8:143763958	PSCA	chr8:143761875-143764142:+	0.45	15.23	1.57E-47	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
BRCA	cis	1	rs1045574	chr8:143763958	SLURP1	chr8:143822363-143823829:-	-0.18	-6.44	1.77E-10	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
BRCA	cis	1	rs10455768	chr6:159364322	RSPH3	chr6:159398268-159421198:-	0.21	3.79	0.000157	Bladder cancer (smoking interaction)	
BRCA	cis	1	rs10455769	chr6:159374007	RSPH3	chr6:159398268-159421198:-	0.2	3.71	0.000216	Bladder cancer (smoking interaction)	
BRCA	cis	1	rs10455770	chr6:159374304	RSPH3	chr6:159398268-159421198:-	0.2	3.71	0.000216	Bladder cancer (smoking interaction)	
BRCA	cis	1	rs10455772	chr6:159396403	RSPH3	chr6:159398268-159421198:-	0.22	4.01	6.55E-5	Bladder cancer (smoking interaction)	
BRCA	cis	1	rs10455830	chr6:159361236	RSPH3	chr6:159398268-159421198:-	0.2	3.7	0.000228	Bladder cancer (smoking interaction)	
BRCA	cis	1	rs10455832	chr6:159364354	RSPH3	chr6:159398268-159421198:-	0.21	3.79	0.000157	Bladder cancer (smoking interaction)	
BRCA	cis	1	rs10455835	chr6:159392353	RSPH3	chr6:159398268-159421198:-	0.22	3.95	8.17E-5	Bladder cancer (smoking interaction)	
BRCA	cis	1	rs10455836	chr6:159394754	RSPH3	chr6:159398268-159421198:-	0.22	3.97	7.77E-5	Bladder cancer (smoking interaction)	
BRCA	cis	1	rs10456362	chr6:28221816	HIST1H4J	chr6:27791903-27792257:+	0.19	3.82	0.000143	Depression	
BRCA	cis	1	rs10456362	chr6:28221816	ZNF323	chr6:28292517-28324048:-	-0.21	-3.87	0.000113	Depression	
BRCA	cis	1	rs10456362	chr6:28221816	ZNF389	chr6:28129551-28137375:+	0.18	3.48	0.000528	Depression	
BRCA	cis	1	rs10456420	chr6:33754301	IP6K3	chr6:33689443-33714762:-	0.28	4.89	1.16E-6	Obesity (extreme)	
BRCA	cis	1	rs10456622	chr6:49396453	CENPQ	chr6:49431096-49460820:+	-0.19	-6.17	9.68E-10	Folate pathway vitamin levels	
BRCA	cis	1	rs10456622	chr6:49396453	MUT	chr6:49398994-49431031:-	0.36	11.19	1.43E-27	Folate pathway vitamin levels	
BRCA	cis	1	rs10457618	chr6:134188626	TCF21	chr6:134210259-134219157:+	0.16	4.27	2.08E-5	Coronary heart disease	
BRCA	cis	1	rs10459253	chr12:62707134	FAM19A2	chr12:62102043-62653925:-	0.17	3.63	0.000301	Pyoderma gangrenosum in inflammatory bowel disease	
BRCA	cis	1	rs10459256	chr12:62812438	FAM19A2	chr12:62102043-62653925:-	0.16	3.51	0.000462	Pyoderma gangrenosum in inflammatory bowel disease	
BRCA	cis	1	rs10459466	chr14:107145272	LOC100133469	chr14:106938455-106951529:+	0.16	3.49	0.0005	Alzheimer's disease (late onset)	
BRCA	cis	1	rs1046073	chr20:25281333	FAM182A	chr20:26035250-26067552:+	-0.2	-5.4	8.27E-8	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs1046073	chr20:25281333	FAM182B	chr20:25744102-25848786:-	0.23	5.94	3.95E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs10461617	chr5:56104308	C5orf35	chr5:56205103-56213010:+	0.75	19.67	9.17E-74	Type 2 diabetes	
BRCA	cis	1	rs10463316	chr5:150746034	SLC36A1	chr5:150816553-150871939:+	0.11	3.94	8.55E-5	Metabolite levels (Pyroglutamine)	
BRCA	cis	1	rs10465756	chr1:93029698	EVI5	chr1:92974255-93257961:-	-0.18	-5.04	5.37E-7	Cholesterol, total	
BRCA	cis	1	rs1046701	chr14:59939804	C14orf149	chr14:59939406-59951126:-	0.29	4.69	3.06E-6	Schizophrenia	
BRCA	cis	1	rs1046701	chr14:59939804	JKAMP	chr14:59951161-59972080:+	-0.18	-3.41	0.000677	Schizophrenia	
BRCA	cis	1	rs1046875	chr17:80685426	FN3K	chr17:80693452-80709073:+	0.15	4.66	3.58E-6	Glycated hemoglobin levels	
BRCA	cis	1	rs1046875	chr17:80685426	FN3KRP	chr17:80674582-80685889:+	0.28	7.51	1.26E-13	Glycated hemoglobin levels	
BRCA	cis	1	rs1046896	chr17:80685533	FN3K	chr17:80693452-80709073:+	0.16	4.87	1.31E-6	Glycated hemoglobin levels	
BRCA	cis	1	rs1046896	chr17:80685533	FN3KRP	chr17:80674582-80685889:+	0.3	7.94	5.03E-15	Glycated hemoglobin levels	
BRCA	cis	1	rs1046917	chr17:80685655	FN3K	chr17:80693452-80709073:+	0.15	4.65	3.8E-6	Glycated hemoglobin levels	
BRCA	cis	1	rs1046917	chr17:80685655	FN3KRP	chr17:80674582-80685889:+	0.28	7.5	1.34E-13	Glycated hemoglobin levels	
BRCA	cis	1	rs10470686	chr3:48449956	TREX1	chr3:48501186-48509043:+	-0.28	-10.46	1.91E-24	Longevity	
BRCA	cis	1	rs1047171	chr20:25428786	FAM182A	chr20:26035250-26067552:+	-0.23	-6.12	1.31E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs1047171	chr20:25428786	FAM182B	chr20:25744102-25848786:-	0.24	6.18	9.04E-10	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs1047171	chr20:25428786	PYGB	chr20:25228706-25278647:+	-0.13	-3.52	0.000454	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs10474093	chr5:82437431	XRCC4	chr5:82373317-82649577:+	-0.12	-3.46	0.000561	Hypertension	
BRCA	cis	1	rs1047796	chr12:122628219	LRRC43	chr12:122652266-122688017:+	0.16	4.56	5.79E-6	Urate levels	
BRCA	cis	1	rs1047813	chr12:122628516	LRRC43	chr12:122652266-122688017:+	-0.17	-4.82	1.63E-6	Urate levels	
BRCA	cis	1	rs10478278	chr5:115452758	COMMD10	chr5:115420727-115628978:+	0.2	4.36	1.45E-5	Asthma or chronic obstructive pulmonary disease	
BRCA	cis	1	rs10483863	chr14:75322327	RPS6KL1	chr14:75372347-75389958:-	-0.17	-4.64	3.91E-6	Caffeine consumption	
BRCA	cis	1	rs10484442	chr6:26555879	BTN2A3	chr6:26422317-26431927:+	0.16	5.28	1.6E-7	Educational attainment	
BRCA	cis	1	rs10484442	chr6:26555879	C6orf41	chr6:26924772-26991752:+	-0.13	-4.04	5.62E-5	Educational attainment	
BRCA	cis	1	rs10484442	chr6:26555879	ZNF322A	chr6:26634612-26659963:-	-0.1	-3.42	0.000639	Educational attainment	
BRCA	cis	1	rs10485508	chr20:33605098	MMP24	chr20:33814539-33864804:+	-0.23	-3.93	8.9E-5	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs10485508	chr20:33605098	PROCR	chr20:33758727-33765164:+	-0.25	-5.02	5.99E-7	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs10489249	chr1:171714521	VAMP4	chr1:171669298-171711214:-	0.24	7.16	1.53E-12	Hippocampal atrophy	
BRCA	cis	1	rs10489251	chr1:171717534	VAMP4	chr1:171669298-171711214:-	0.24	6.67	4.18E-11	Hippocampal atrophy	
BRCA	cis	1	rs10490004	chr2:160076140	WDSUB1	chr2:160092305-160143236:-	0.29	3.72	0.00021	Sudden cardiac arrest	
BRCA	cis	1	rs10490005	chr2:160075645	WDSUB1	chr2:160092305-160143236:-	0.29	3.69	0.000237	Sudden cardiac arrest	
BRCA	cis	1	rs10494057	chr1:107576399	NTNG1	chr1:107682629-108024471:+	0.17	3.69	0.000237	AIDS	
BRCA	cis	1	rs10494057	chr1:107576399	PRMT6	chr1:107599267-107601907:+	0.24	4.74	2.42E-6	AIDS	
BRCA	cis	1	rs10494217	chr1:119469188	WARS2	chr1:119573841-119683295:-	0.26	4.89	1.15E-6	Waist-to-hip ratio adjusted for body mass index	
BRCA	cis	1	rs10494304	chr1:156285764	BGLAP	chr1:156182784-156213112:+	-0.17	-4.78	2.03E-6	Mean corpuscular hemoglobin concentration;Glycated hemoglobin levels	
BRCA	cis	1	rs1049564	chr14:20940606	PNP	chr14:20937542-20945246:+	-0.17	-4.28	2.02E-5	Interferon alpha levels in systemic lupus erythematosus	
BRCA	cis	1	rs10496174	chr2:70153436	ANXA4	chr2:69969127-70053594:+	-0.13	-3.8	0.000155	Carotid plaque burden (smoking interaction)	
BRCA	cis	1	rs1049887	chr1:10460485	PGD	chr1:10459085-10480200:+	0.24	6.43	1.91E-10	Hepatocellular carcinoma	
BRCA	cis	1	rs10498958	chr6:86649705	SNHG5	chr6:86386726-86388451:-	0.61	18.78	3.44E-68	Response to antipsychotic treatment	
BRCA	cis	1	rs10506440	chr12:62707586	FAM19A2	chr12:62102043-62653925:-	0.17	3.63	0.000301	Pyoderma gangrenosum in inflammatory bowel disease	
BRCA	cis	1	rs10509671	chr10:96069054	NOC3L	chr10:96092989-96122683:-	0.13	4.24	2.44E-5	Esophageal cancer and gastric cancer	
BRCA	cis	1	rs10509676	chr10:96523045	HELLS	chr10:96305543-96361855:+	0.12	3.51	0.000463	Migraine	
BRCA	cis	1	rs10509677	chr10:96576110	C10orf129	chr10:96953957-96988685:+	0.33	5.42	7.32E-8	Blood metabolite levels	
BRCA	cis	1	rs10509678	chr10:96576190	C10orf129	chr10:96953957-96988685:+	0.33	5.42	7.32E-8	Blood metabolite levels	
BRCA	cis	1	rs10509744	chr10:102271579	SEC31B	chr10:102246403-102289636:-	-0.31	-11.57	3.15E-29	Palmitoleic acid (16:1n-7) plasma levels	
