cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
PCPG	cis	1	rs1001530	chr5:176985515	HK3	chr5:176307871-176326333:-	-0.54	-4.29	3.16E-5	Alzheimer disease and age of onset	
PCPG	cis	1	rs11211241	chr1:46452683	CCDC163P	chr1:45960581-45965646:-	-0.4	-5.85	2.91E-8	Body mass index	
PCPG	cis	1	rs1125203	chr3:41760895	ULK4	chr3:41288091-42003660:-	0.72	10.39	1.75E-19	Diastolic blood pressure	
PCPG	cis	1	rs1127489	chr6:170107702	WDR27	chr6:169857307-170102159:-	-0.5	-5.38	2.75E-7	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs113143821	chr5:127893353	FBN2	chr5:127593602-127873916:-	0.47	4.97	1.79E-6	Multiple system atrophy	
PCPG	cis	1	rs113333037	chr17:2200106	SRR	chr17:2207248-2228553:+	-0.59	-6.42	1.59E-9	Esophageal cancer (squamous cell)	
PCPG	cis	1	rs113638727	chr15:40706101	C15orf23	chr15:40674922-40686488:+	1.2	10.71	2.32E-20	Heschl's gyrus morphology	
PCPG	cis	1	rs1138273	chr3:134261437	ANAPC13	chr3:134196547-134204865:-	0.37	5	1.56E-6	Height	
PCPG	cis	1	rs1148000	chr12:75936301	GLIPR1L2	chr12:75784889-75825591:+	-0.4	-4.06	7.88E-5	Polycystic ovary syndrome	
PCPG	cis	1	rs1148004	chr12:75978677	GLIPR1L2	chr12:75784889-75825591:+	-0.44	-4.03	8.61E-5	Polycystic ovary syndrome	
PCPG	cis	1	rs114955529	chr16:82446444	PLCG2	chr16:81812930-81991898:+	0.49	4.24	3.81E-5	Non-word repetition	
PCPG	cis	1	rs114960066	chr3:41882323	ULK4	chr3:41288091-42003660:-	0.79	11.24	8.88E-22	Diastolic blood pressure	
PCPG	cis	1	rs11532322	chr12:123731423	ABCB9	chr12:123413540-123459752:-	-0.44	-4.64	7.28E-6	Schizophrenia	
PCPG	cis	1	rs11541642	chr15:40683702	C15orf23	chr15:40674922-40686488:+	1.1	10.11	9.34E-19	Heschl's gyrus morphology	
PCPG	cis	1	rs11557072	chr15:40713374	C15orf23	chr15:40674922-40686488:+	1.2	10.66	3.18E-20	Heschl's gyrus morphology	
PCPG	cis	1	rs11579634	chr1:46466391	CCDC163P	chr1:45960581-45965646:-	0.41	5.77	4.13E-8	Body mass index	
PCPG	cis	1	rs11585955	chr1:150043544	CDC42SE1	chr1:151023449-151032125:-	0.39	4.16	5.19E-5	Obesity in adult survivors of childhood cancer not exposed to cranial radiation	
PCPG	cis	1	rs11589562	chr1:46466721	CCDC163P	chr1:45960581-45965646:-	0.38	4.19	4.66E-5	Body mass index	
PCPG	cis	1	rs116139393	chr7:6771660	C7orf28B	chr7:6838572-6865861:-	-0.56	-4.55	1.07E-5	Alzheimer's disease (APOE e4 interaction)	
PCPG	cis	1	rs11628710	chr14:74649280	LIN52	chr14:74551656-74667117:+	0.32	6.16	6.15E-9	Common traits (Other)	
PCPG	cis	1	rs11632310	chr15:65882326	DPP8	chr15:65737999-65810035:-	-0.19	-4.47	1.48E-5	Mean corpuscular hemoglobin	
PCPG	cis	1	rs11632465	chr15:85282045	WDR73	chr15:85186012-85197524:-	-0.42	-4.21	4.4E-5	Schizophrenia	
PCPG	cis	1	rs11634746	chr15:50941496	SPPL2A	chr15:50999739-51057910:-	0.31	4.34	2.6E-5	QT interval	
PCPG	cis	1	rs11636148	chr15:65796880	DPP8	chr15:65737999-65810035:-	0.18	4.29	3.1E-5	Mean corpuscular hemoglobin	
PCPG	cis	1	rs11636964	chr15:50899616	SPPL2A	chr15:50999739-51057910:-	0.33	4.74	4.93E-6	QT interval	
PCPG	cis	1	rs11637142	chr15:85295927	WDR73	chr15:85186012-85197524:-	-0.42	-4.12	6.18E-5	Schizophrenia	
PCPG	cis	1	rs11637228	chr15:50899972	SPPL2A	chr15:50999739-51057910:-	0.33	4.74	4.93E-6	QT interval	
PCPG	cis	1	rs11637431	chr15:65882251	DPP8	chr15:65737999-65810035:-	-0.19	-4.47	1.48E-5	Mean corpuscular hemoglobin	
PCPG	cis	1	rs11638290	chr15:85227636	WDR73	chr15:85186012-85197524:-	-0.45	-4.45	1.66E-5	Schizophrenia	
PCPG	cis	1	rs11650372	chr17:45721795	C17orf57	chr17:45401142-45518675:+	0.39	4.55	1.07E-5	Very long-chain saturated fatty acid levels (fatty acid 20:0)	
PCPG	cis	1	rs11651264	chr17:79576394	TSPAN10	chr17:79609349-79615778:+	-0.62	-8.28	5.46E-14	Eye color traits	
PCPG	cis	1	rs11652797	chr17:79574124	TSPAN10	chr17:79609349-79615778:+	0.62	8.38	3.09E-14	Eye color traits	
PCPG	cis	1	rs11658555	chr17:18817486	FOXO3B	chr17:18569236-18576494:-	0.36	4.04	8.36E-5	Pancreatic cancer	
PCPG	cis	1	rs11663558	chr18:21133937	NPC1	chr18:21108363-21166581:-	0.3	4.61	8.31E-6	Body mass index	
PCPG	cis	1	rs11674602	chr2:73723185	ALMS1P	chr2:73872046-73912692:+	0.6	5.7	5.91E-8	Metabolite levels	
PCPG	cis	1	rs1167827	chr7:75163169	PMS2L3	chr7:75137070-75157418:-	-0.51	-6.5	1.05E-9	Body mass index	
PCPG	cis	1	rs11688129	chr2:28952581	TRMT61B	chr2:29072690-29093175:-	0.5	4.84	3.17E-6	Body mass index	
PCPG	cis	1	rs11689392	chr2:73622026	ALMS1P	chr2:73872046-73912692:+	0.62	6.13	7.15E-9	Metabolite levels	
PCPG	cis	1	rs11690423	chr2:28951537	TRMT61B	chr2:29072690-29093175:-	0.5	4.84	3.17E-6	Body mass index	
PCPG	cis	1	rs11706117	chr3:134212526	ANAPC13	chr3:134196547-134204865:-	0.34	4.51	1.28E-5	Height	
PCPG	cis	1	rs1170612	chr2:124983056	CNTNAP5	chr2:124782864-125672861:+	0.36	4.22	4.18E-5	Schizophrenia	
PCPG	cis	1	rs11708531	chr3:134224902	ANAPC13	chr3:134196547-134204865:-	0.35	4.85	2.98E-6	Height	
PCPG	cis	1	rs11712561	chr3:48435272	TREX1	chr3:48501186-48509043:+	-0.28	-4.21	4.4E-5	Longevity	
PCPG	cis	1	rs11714406	chr3:121372513	IQCB1	chr3:121488610-121553926:-	0.5	5.67	6.84E-8	Cognitive performance	
PCPG	cis	1	rs11719458	chr3:121382005	IQCB1	chr3:121488610-121553926:-	0.52	5.87	2.59E-8	Cognitive performance	
PCPG	cis	1	rs11724031	chr4:77462778	C4orf26	chr4:76481258-76489927:+	-0.57	-4.36	2.36E-5	Gut microbiota (bacterial taxa)	
PCPG	cis	1	rs11733284	chr4:48028097	CNGA1	chr4:47937996-48018610:-	0.47	5.48	1.71E-7	Renal underexcretion gout;Gout	
PCPG	cis	1	rs11737481	chr4:159621250	ETFDH	chr4:159593277-159629839:+	-0.39	-4.98	1.66E-6	Blood metabolite levels;Metabolite levels;Metabolic traits;Acylcarnitine levels	
PCPG	cis	1	rs11739344	chr5:56111087	C5orf35	chr5:56205103-56213010:+	1	9.54	3.06E-17	Type 2 diabetes	
PCPG	cis	1	rs11746560	chr5:150185925	LOC134466	chr5:150310000-150326146:-	0.75	4.13	6.04E-5	Crohn's disease	
PCPG	cis	1	rs11748553	chr5:150184553	LOC134466	chr5:150310000-150326146:-	0.75	4.13	6.04E-5	Crohn's disease	
PCPG	cis	1	rs11753081	chr6:20705590	CDKAL1	chr6:20534688-21232632:+	-0.43	-4.4	2.02E-5	Type 2 diabetes	
PCPG	cis	1	rs11758849	chr6:86708262	SNHG5	chr6:86386726-86388451:-	-0.46	-5.64	7.85E-8	Response to antipsychotic treatment	
PCPG	cis	1	rs11759855	chr6:86610841	SNHG5	chr6:86386726-86388451:-	-0.49	-6.11	7.63E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs11765006	chr7:108638163	PNPLA8	chr7:108112071-108168605:-	-0.58	-4.44	1.71E-5	Smoking behavior	
PCPG	cis	1	rs11767124	chr7:23919080	C7orf46	chr7:23719749-23742268:+	0.44	5.6	9.49E-8	Schizophrenia	
PCPG	cis	1	rs11774576	chr8:27740417	CCDC25	chr8:27590835-27630170:-	0.37	4.17	5.09E-5	Adverse response to chemotherapy (neutropenia/leucopenia) (cisplatin)	
PCPG	cis	1	rs117907570	chr6:86601283	SNHG5	chr6:86386726-86388451:-	-0.46	-6.07	9.56E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs11810993	chr1:46478793	CCDC163P	chr1:45960581-45965646:-	-0.41	-5.9	2.18E-8	Body mass index	
PCPG	cis	1	rs118110670	chr10:81792242	LOC219347	chr10:81805991-81838949:-	1.01	8.33	4.19E-14	Chronic obstructive pulmonary disease-related biomarkers	
PCPG	cis	1	rs11835839	chr12:124431049	DNAH10	chr12:124247042-124420265:+	0.32	4.06	7.91E-5	Waist-to-hip ratio adjusted for body mass index	
PCPG	cis	1	rs1185260	chr12:122389248	PSMD9	chr12:122326646-122355770:+	-0.44	-4.07	7.36E-5	Urinary metabolites	
PCPG	cis	1	rs11856184	chr15:43919162	ADAL	chr15:43622872-43646094:+	-0.51	-4.93	2.07E-6	Tumor biomarkers	
PCPG	cis	1	rs11858714	chr15:40717447	C15orf23	chr15:40674922-40686488:+	1.2	10.62	4.07E-20	Heschl's gyrus morphology	
PCPG	cis	1	rs11859274	chr16:31361059	ITGAX	chr16:31366509-31394318:+	0.22	4.31	2.91E-5	IgA nephropathy	
PCPG	cis	1	rs11870935	chr17:45732605	C17orf57	chr17:45401142-45518675:+	-0.4	-4.75	4.62E-6	Very long-chain saturated fatty acid levels (fatty acid 20:0)	
PCPG	cis	1	rs11882144	chr19:42072602	CEACAM21	chr19:42055886-42093196:+	0.62	9.15	3.21E-16	Schizophrenia	
PCPG	cis	1	rs11893832	chr2:88507537	THNSL2	chr2:88469835-88486145:+	-0.79	-4.84	3.2E-6	Plasma clusterin levels	
PCPG	cis	1	rs11893881	chr2:73824373	ALMS1P	chr2:73872046-73912692:+	0.62	6.01	1.31E-8	Metabolite levels	
PCPG	cis	1	rs11896604	chr2:54479199	C2orf73	chr2:54558071-54588714:+	-0.59	-4.53	1.16E-5	Telomere length	
PCPG	cis	1	rs11899740	chr2:73631212	ALMS1P	chr2:73872046-73912692:+	0.66	5.92	2.03E-8	Metabolite levels	
PCPG	cis	1	rs11899902	chr2:73631564	ALMS1P	chr2:73872046-73912692:+	0.65	6.13	7.01E-9	Metabolite levels	
PCPG	cis	1	rs11901272	chr2:73720444	ALMS1P	chr2:73872046-73912692:+	0.6	5.9	2.19E-8	Metabolite levels	
PCPG	cis	1	rs11903916	chr2:73815328	ALMS1P	chr2:73872046-73912692:+	0.59	5.84	3.06E-8	Metabolite levels	
PCPG	cis	1	rs11918291	chr3:99927994	LNP1	chr3:100120037-100175169:+	-0.3	-4.15	5.39E-5	Visceral adipose tissue/subcutaneous adipose tissue ratio	
PCPG	cis	1	rs11919350	chr3:134235970	ANAPC13	chr3:134196547-134204865:-	-0.35	-4.61	8.34E-6	Height	
PCPG	cis	1	rs11923562	chr3:41760331	ULK4	chr3:41288091-42003660:-	0.68	8.89	1.51E-15	Diastolic blood pressure	
PCPG	cis	1	rs11927068	chr3:134266321	ANAPC13	chr3:134196547-134204865:-	-0.36	-4.86	2.9E-6	Height	
PCPG	cis	1	rs11928499	chr3:134232350	ANAPC13	chr3:134196547-134204865:-	-0.34	-4.52	1.24E-5	Height	
PCPG	cis	1	rs11928580	chr3:41885722	ULK4	chr3:41288091-42003660:-	0.79	11.08	2.43E-21	Diastolic blood pressure	
PCPG	cis	1	rs11961560	chr6:170130121	WDR27	chr6:169857307-170102159:-	-0.44	-4.46	1.6E-5	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs11965538	chr6:28239915	ZNF187	chr6:28234788-28245978:+	-0.33	-4.5	1.35E-5	Depression	
PCPG	cis	1	rs11976020	chr7:72247800	TYW1B	chr7:72023729-72298813:-	0.98	14.46	1.74E-30	Educational attainment (years of education)	
PCPG	cis	1	rs11976180	chr7:143741580	ARHGEF35	chr7:143883677-143892736:-	-0.36	-4.04	8.27E-5	Obesity-related traits	
PCPG	cis	1	rs12021587	chr1:46472759	CCDC163P	chr1:45960581-45965646:-	-0.42	-6.11	7.91E-9	Body mass index	
PCPG	cis	1	rs1203156	chr6:88079694	C6orf162	chr6:88032306-88052043:+	-0.44	-5.07	1.14E-6	Depressive episodes in bipolar disorder	
PCPG	cis	1	rs12040988	chr1:113173804	ST7L	chr1:113066142-113162405:-	0.47	4.38	2.19E-5	Diastolic blood pressure;Blood pressure	
PCPG	cis	1	rs12049588	chr1:46472422	CCDC163P	chr1:45960581-45965646:-	-0.42	-6.11	7.91E-9	Body mass index	
PCPG	cis	1	rs12088915	chr1:19708363	ALDH4A1	chr1:19197926-19229293:-	0.29	4.16	5.22E-5	Crohn's disease and psoriasis	
PCPG	cis	1	rs12091564	chr1:145395604	NOTCH2NL	chr1:145209111-145295525:+	-0.67	-5.59	1.03E-7	Coronary heart disease	
PCPG	cis	1	rs12101597	chr15:65935195	DPP8	chr15:65737999-65810035:-	-0.19	-4.79	3.93E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs12122290	chr1:247215810	ZNF670	chr1:247200087-247242069:-	-0.46	-6.07	9.76E-9	Response to taxane treatment (docetaxel)	
PCPG	cis	1	rs12123977	chr1:76209754	ACADM	chr1:76190043-76229353:+	-0.34	-4.35	2.5E-5	Blood metabolite levels;Acylcarnitine levels	
PCPG	cis	1	rs12130075	chr1:247218491	ZNF670	chr1:247200087-247242069:-	-0.44	-5.49	1.64E-7	Response to taxane treatment (docetaxel)	
PCPG	cis	1	rs12130219	chr1:152162106	FLG	chr1:152274651-152297679:-	0.55	5.84	2.93E-8	Inflammatory skin disease	
PCPG	cis	1	rs12130243	chr1:113169667	ST7L	chr1:113066142-113162405:-	0.46	4.31	2.91E-5	Diastolic blood pressure;Blood pressure	
PCPG	cis	1	rs12133583	chr1:113240790	ST7L	chr1:113066142-113162405:-	0.46	4.28	3.28E-5	Diastolic blood pressure;Blood pressure	
PCPG	cis	1	rs12139630	chr1:46350935	CCDC163P	chr1:45960581-45965646:-	-0.38	-5.52	1.4E-7	Body mass index	
PCPG	cis	1	rs12139690	chr1:119491316	WARS2	chr1:119573841-119683295:-	0.47	4.05	8.05E-5	Waist-to-hip ratio adjusted for body mass index	
PCPG	cis	1	rs12141651	chr1:119492703	WARS2	chr1:119573841-119683295:-	0.46	4.03	8.64E-5	Waist-to-hip ratio adjusted for body mass index	
PCPG	cis	1	rs12144263	chr1:46352446	CCDC163P	chr1:45960581-45965646:-	-0.38	-5.52	1.4E-7	Body mass index	
PCPG	cis	1	rs12154056	chr6:86634094	SNHG5	chr6:86386726-86388451:-	-0.49	-6.23	4.28E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12190598	chr6:86686074	SNHG5	chr6:86386726-86388451:-	-0.5	-6.02	1.24E-8	Response to antipsychotic treatment	
PCPG	cis	1	rs12190604	chr6:86716215	SNHG5	chr6:86386726-86388451:-	-0.5	-6.28	3.33E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12192992	chr6:86609915	SNHG5	chr6:86386726-86388451:-	-0.51	-6.28	3.28E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12196037	chr6:86694631	SNHG5	chr6:86386726-86388451:-	-0.52	-6.4	1.8E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12196411	chr6:86779762	SNHG5	chr6:86386726-86388451:-	-0.5	-5.96	1.69E-8	Response to antipsychotic treatment	
PCPG	cis	1	rs12197114	chr6:109735498	SMPD2	chr6:109761931-109765121:+	0.35	4.34	2.59E-5	Height	
PCPG	cis	1	rs12199516	chr6:86726221	SNHG5	chr6:86386726-86388451:-	-0.51	-6.34	2.36E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12199784	chr6:86726808	SNHG5	chr6:86386726-86388451:-	-0.5	-6.32	2.67E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12200330	chr6:86656653	SNHG5	chr6:86386726-86388451:-	-0.51	-6.28	3.28E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12201571	chr6:86609750	SNHG5	chr6:86386726-86388451:-	-0.49	-6.11	7.63E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12201735	chr6:86656939	SNHG5	chr6:86386726-86388451:-	-0.49	-6.23	4.28E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12201741	chr6:86602619	SNHG5	chr6:86386726-86388451:-	-0.5	-6.33	2.55E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12201880	chr6:86627007	SNHG5	chr6:86386726-86388451:-	-0.49	-6.23	4.28E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12203493	chr6:86758642	SNHG5	chr6:86386726-86388451:-	-0.49	-5.92	2.05E-8	Response to antipsychotic treatment	
PCPG	cis	1	rs12203924	chr6:86776412	SNHG5	chr6:86386726-86388451:-	-0.49	-5.92	2.05E-8	Response to antipsychotic treatment	
PCPG	cis	1	rs12204015	chr6:86598334	SNHG5	chr6:86386726-86388451:-	-0.45	-5.84	2.98E-8	Response to antipsychotic treatment	
PCPG	cis	1	rs12204365	chr6:86700532	SNHG5	chr6:86386726-86388451:-	-0.5	-6.33	2.52E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12205336	chr6:86722367	SNHG5	chr6:86386726-86388451:-	-0.51	-6.34	2.42E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12205548	chr6:86759770	SNHG5	chr6:86386726-86388451:-	-0.49	-5.88	2.43E-8	Response to antipsychotic treatment	
PCPG	cis	1	rs12207305	chr6:86723502	SNHG5	chr6:86386726-86388451:-	-0.5	-6.32	2.67E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12207610	chr6:86688016	SNHG5	chr6:86386726-86388451:-	-0.49	-6.16	6.01E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12208493	chr6:86662267	SNHG5	chr6:86386726-86388451:-	-0.51	-6.28	3.28E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12209127	chr6:86724427	SNHG5	chr6:86386726-86388451:-	-0.51	-6.34	2.42E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12212090	chr6:37431808	C6orf129	chr6:37450699-37467700:-	0.29	4.44	1.67E-5	Cognitive performance	
PCPG	cis	1	rs12212733	chr6:86726013	SNHG5	chr6:86386726-86388451:-	-0.49	-6.17	5.77E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12213149	chr6:86668644	SNHG5	chr6:86386726-86388451:-	-0.51	-6.28	3.28E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12213740	chr6:86656733	SNHG5	chr6:86386726-86388451:-	-0.5	-6.28	3.27E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12215037	chr6:86727631	SNHG5	chr6:86386726-86388451:-	-0.51	-6.31	2.86E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12215903	chr6:86675028	SNHG5	chr6:86386726-86388451:-	-0.47	-5.96	1.65E-8	Response to antipsychotic treatment	
PCPG	cis	1	rs12216203	chr6:86675301	SNHG5	chr6:86386726-86388451:-	-0.48	-5.97	1.59E-8	Response to antipsychotic treatment	
PCPG	cis	1	rs12216328	chr6:86703418	SNHG5	chr6:86386726-86388451:-	-0.49	-6.19	5.12E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12220777	chr10:81788104	LOC219347	chr10:81805991-81838949:-	-1	-8.06	1.96E-13	Chronic obstructive pulmonary disease-related biomarkers	
PCPG	cis	1	rs12301299	chr12:991710	RAD52	chr12:1021255-1099219:-	-0.45	-4.91	2.3E-6	Colorectal cancer	
PCPG	cis	1	rs12312603	chr12:988269	RAD52	chr12:1021255-1099219:-	-0.45	-5.01	1.47E-6	Colorectal cancer	
PCPG	cis	1	rs12405451	chr1:46384326	CCDC163P	chr1:45960581-45965646:-	-0.38	-5.45	1.92E-7	Body mass index	
PCPG	cis	1	rs12409773	chr1:46358831	CCDC163P	chr1:45960581-45965646:-	-0.36	-5.25	5.07E-7	Body mass index	
PCPG	cis	1	rs12410071	chr1:46358886	CCDC163P	chr1:45960581-45965646:-	-0.36	-5.25	5.07E-7	Body mass index	
PCPG	cis	1	rs12411269	chr1:46271052	CCDC163P	chr1:45960581-45965646:-	-0.38	-5.4	2.43E-7	Body mass index	
PCPG	cis	1	rs12414891	chr10:81690385	PLAC9	chr10:81892258-81904784:+	-0.37	-4.72	5.15E-6	Chronic obstructive pulmonary disease-related biomarkers	
PCPG	cis	1	rs12416687	chr10:104629011	AS3MT	chr10:104613967-104661653:+	-0.32	-5.12	8.91E-7	Arsenic metabolism	
PCPG	cis	1	rs12416687	chr10:104629011	C10orf32	chr10:104613967-104624718:+	-0.59	-7.18	2.8E-11	Arsenic metabolism	
PCPG	cis	1	rs12428	chr20:25433821	ENTPD6	chr20:25176339-25207360:+	0.33	4.17	5.15E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs12428	chr20:25433821	FAM182A	chr20:26035250-26067552:+	0.48	6	1.37E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs12428	chr20:25433821	FAM182B	chr20:25744102-25848786:-	-0.3	-4.07	7.48E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs12431682	chr14:101539999	PPP2R5C	chr14:102228135-102394326:+	0.35	4.03	8.88E-5	Corneal astigmatism	
PCPG	cis	1	rs12438181	chr15:78812098	CHRNA5	chr15:78857906-78886458:+	0.36	4.45	1.62E-5	Post bronchodilator FEV1;Post bronchodilator FEV1/FVC ratio	
PCPG	cis	1	rs12438305	chr15:50912454	SPPL2A	chr15:50999739-51057910:-	0.37	5.32	3.61E-7	QT interval	
PCPG	cis	1	rs12438659	chr15:78824924	CHRNA5	chr15:78857906-78886458:+	0.36	4.58	9.45E-6	Post bronchodilator FEV1;Post bronchodilator FEV1/FVC ratio	
PCPG	cis	1	rs12439744	chr15:50899211	SPPL2A	chr15:50999739-51057910:-	0.33	4.74	4.93E-6	QT interval	
PCPG	cis	1	rs12441354	chr15:78821016	CHRNA5	chr15:78857906-78886458:+	0.36	4.58	9.45E-6	Post bronchodilator FEV1;Post bronchodilator FEV1/FVC ratio	
PCPG	cis	1	rs12441426	chr15:78812329	CHRNA5	chr15:78857906-78886458:+	0.37	4.59	9.25E-6	Post bronchodilator FEV1;Post bronchodilator FEV1/FVC ratio	
PCPG	cis	1	rs12442510	chr15:66099113	DPP8	chr15:65737999-65810035:-	0.19	4.76	4.47E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs12442787	chr15:50918107	SPPL2A	chr15:50999739-51057910:-	0.34	4.88	2.6E-6	QT interval	
PCPG	cis	1	rs12443102	chr15:43932103	ADAL	chr15:43622872-43646094:+	-0.5	-4.79	3.87E-6	Tumor biomarkers	
PCPG	cis	1	rs12446632	chr16:19935389	C16orf88	chr16:19717676-19729492:-	0.51	4.38	2.19E-5	Body mass index;Menarche (age at onset);Childhood body mass index;Obesity	
PCPG	cis	1	rs12450191	chr17:80407948	C17orf62	chr17:80400520-80408694:-	-0.46	-4.15	5.49E-5	Protein quantitative trait loci	
PCPG	cis	1	rs12472278	chr2:108873433	SULT1C2	chr2:108905095-108926370:+	-0.54	-5.38	2.75E-7	Blood pressure	
PCPG	cis	1	rs12473740	chr2:88527647	THNSL2	chr2:88469835-88486145:+	-0.75	-4.66	6.67E-6	Plasma clusterin levels	
PCPG	cis	1	rs12477202	chr2:108867112	SULT1C2	chr2:108905095-108926370:+	0.57	5.65	7.55E-8	Blood pressure	
PCPG	cis	1	rs12483517	chr21:42691920	FAM3B	chr21:42676177-42729654:+	0.56	5.74	4.9E-8	Elevated serum carcinoembryonic antigen levels;Tumor biomarkers	
PCPG	cis	1	rs12487542	chr3:48426076	TREX1	chr3:48501186-48509043:+	-0.28	-4.12	6.11E-5	Longevity	
PCPG	cis	1	rs12490835	chr3:134223730	ANAPC13	chr3:134196547-134204865:-	0.36	4.91	2.3E-6	Height	
PCPG	cis	1	rs12561806	chr1:46396776	CCDC163P	chr1:45960581-45965646:-	-0.38	-5.52	1.42E-7	Body mass index	
PCPG	cis	1	rs12564541	chr1:46380237	CCDC163P	chr1:45960581-45965646:-	-0.38	-5.45	1.92E-7	Body mass index	
PCPG	cis	1	rs12577464	chr11:43662440	HSD17B12	chr11:43702143-43878160:+	-0.4	-4.64	7.28E-6	Forced vital capacity	
PCPG	cis	1	rs12591751	chr15:50972497	SPPL2A	chr15:50999739-51057910:-	0.33	4.84	3.07E-6	QT interval	
PCPG	cis	1	rs12594061	chr15:66046429	DPP8	chr15:65737999-65810035:-	-0.18	-4.39	2.11E-5	Mean corpuscular hemoglobin	
PCPG	cis	1	rs12600855	chr17:28279591	EFCAB5	chr17:28256874-28435469:+	0.43	4.28	3.34E-5	Coffee consumption (cups per day)	
PCPG	cis	1	rs12600993	chr17:28291222	EFCAB5	chr17:28256874-28435469:+	0.47	4.67	6.64E-6	Coffee consumption (cups per day)	
PCPG	cis	1	rs12615749	chr2:54475885	C2orf73	chr2:54558071-54588714:+	0.55	4.11	6.31E-5	Telomere length	
PCPG	cis	1	rs12616140	chr2:108867728	SULT1C2	chr2:108905095-108926370:+	0.55	5.41	2.41E-7	Blood pressure	
PCPG	cis	1	rs12619369	chr2:242282957	ANO7	chr2:242127924-242164791:+	0.37	4.04	8.44E-5	Prostate cancer	
PCPG	cis	1	rs12620050	chr2:108919798	SULT1C2	chr2:108905095-108926370:+	0.78	7.97	3.34E-13	Lobe size	
PCPG	cis	1	rs12637751	chr3:134266124	ANAPC13	chr3:134196547-134204865:-	-0.36	-4.86	2.9E-6	Height	
PCPG	cis	1	rs12639255	chr3:41861738	ULK4	chr3:41288091-42003660:-	0.8	10.9	7.1E-21	Diastolic blood pressure	
PCPG	cis	1	rs12661204	chr6:86678586	SNHG5	chr6:86386726-86388451:-	-0.51	-6.02	1.25E-8	Response to antipsychotic treatment	
PCPG	cis	1	rs12663651	chr6:86701655	SNHG5	chr6:86386726-86388451:-	-0.5	-6.33	2.52E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12663690	chr6:86640162	SNHG5	chr6:86386726-86388451:-	0.51	6.61	6.1E-10	Response to antipsychotic treatment	
PCPG	cis	1	rs12664335	chr6:86597774	SNHG5	chr6:86386726-86388451:-	0.48	6.09	8.69E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs12665321	chr6:86769289	SNHG5	chr6:86386726-86388451:-	-0.49	-5.88	2.43E-8	Response to antipsychotic treatment	
PCPG	cis	1	rs12671584	chr7:23915422	C7orf46	chr7:23719749-23742268:+	0.44	5.73	5.01E-8	Schizophrenia	
PCPG	cis	1	rs12671624	chr7:23915413	C7orf46	chr7:23719749-23742268:+	0.44	5.73	5.01E-8	Schizophrenia	
PCPG	cis	1	rs12710454	chr21:40656919	PSMG1	chr21:40547390-40555440:-	-0.36	-4.31	2.86E-5	Cognitive function	
PCPG	cis	1	rs12733173	chr1:152173972	FLG	chr1:152274651-152297679:-	0.55	5.84	2.93E-8	Inflammatory skin disease	
PCPG	cis	1	rs1275468	chr12:75935157	GLIPR1L2	chr12:75784889-75825591:+	-0.49	-4.84	3.09E-6	Polycystic ovary syndrome	
PCPG	cis	1	rs12768613	chr10:81916566	PLAC9	chr10:81892258-81904784:+	-0.34	-5.14	8.11E-7	Chronic obstructive pulmonary disease-related biomarkers	
PCPG	cis	1	rs12899981	chr15:85302373	WDR73	chr15:85186012-85197524:-	-0.42	-4.12	6.18E-5	Schizophrenia	
